Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission
Ford;Focus;Turnier 1.6 TDCI DPF;USB, Fahrerairbag, Standheizung, Klimaanlage, Wegfahrsperre, Zentralverriegelung, Elektr. Fensterheber, Start/Stop-Automatik;€ 2.600,-;Guter Preis;309.750 km;Schaltgetriebe;11/2012;Diesel;70 kW (95 PS);4,5 l/100 km;119 g/km
Mitsubishi;Colt;XTRA;Sonder-Angebot. Wir freuen uns auf Ihren Anruf. Danke;€ 2.950,-;Sehr guter Preis;82.000 km;Schaltgetriebe;10/2011;Benzin;55 kW (75 PS);nan;nan
Volkswagen;Polo;Team  Automatik;Sportsitze, Einparkhilfe Sensoren hinten, CD, Alufelgen, Sommerreifen, Isofix, Sitzheizung, Berganfahrassistent;€ 8.900,-;Fairer Preis;112.500 km;Automatik;12/2010;Benzin;77 kW (105 PS);nan;nan
Volkswagen;Caddy;Alltrack 4x4*Behindertengerecht am Lenkrad;Behindertengerecht, Allrad, Schiebetür links, Schiebetür rechts, Sitzheizung, Standheizung, Beifahrerairbag, Isofix;€ 14.900,-;nan;246.767 km;Automatik;02/2019;Diesel;110 kW (150 PS);5,6 l/100 km;148 g/km
Volkswagen;Golf;VI Cabriolet *PDC*AHK*BI-XENON*NAVI*;Navigationssystem, Standheizung, LED-Tagfahrlicht, Zentralverriegelung, Soundsystem, Einparkhilfe Sensoren vorne, Einparkhilfe Sensoren hinten, ESP;€ 6.599,-;Fairer Preis;202.673 km;Schaltgetriebe;01/2012;Benzin;90 kW (122 PS);6,4 l/100 km;149 g/km
SEAT;Leon;1.2 TSI SCHECKHEFT,2.HAND,TEMPOMAT,KLIMA;Fahrerairbag, Beifahrerairbag, LED-Tagfahrlicht, Alufelgen, Start/Stop-Automatik, Bluetooth, Reifendruckkontrollsystem, Touchscreen;€ 6.880,-;Guter Preis;129.000 km;Schaltgetriebe;03/2013;Benzin;77 kW (105 PS);4,9 l/100 km;116 g/km
Ford;Focus;Business  HU, Wartung,Reifen neu!;Tempomat, Pannenkit, Verkehrszeichenerkennung, Einparkhilfe Sensoren hinten, Sitzheizung, Navigationssystem, Seitenairbag, Klimaanlage;€ 6.600,-;Sehr guter Preis;122.006 km;Schaltgetriebe;06/2016;Benzin;74 kW (101 PS);4,6 l/100 km;109 g/km
Volkswagen;Polo;TSI Lounge;Sitzheizung, LED-Scheinwerfer, Alufelgen, 2-Zonen-Klimaautomatik, Einparkhilfe Sensoren hinten, Pannenkit, Bluetooth, Nebelscheinwerfer;€ 8.990,-;Sehr guter Preis;98.890 km;Schaltgetriebe;12/2015;Benzin;66 kW (90 PS);5,1 l/100 km;107 g/km
Mercedes-Benz;A 200;Avantgarde*Leder*Sport*Tempomat*SHZ*ALU*;Sportsitze, Sitzheizung, Sportfahrwerk, Sportpaket, Berganfahrassistent, Alufelgen, Armlehne, Radio;€ 6.850,-;Sehr guter Preis;138.966 km;Schaltgetriebe;08/2011;Benzin;100 kW (136 PS);6,7 l/100 km;161 g/km
SEAT;Ibiza;SC Reference Salsa;Fahrerairbag, Klimaanlage, Beifahrerairbag, Pannenkit, Wegfahrsperre, Elektr. Fensterheber, ESP, Seitenairbag;€ 4.199,-;Sehr guter Preis;139.100 km;Schaltgetriebe;08/2013;Benzin;63 kW (86 PS);5,9 l/100 km;140 g/km
Audi;A6;2.0 TDI*S-Line*STANDHZ/KAMERA/AHK/20Z/GARANTIE;Sportfahrwerk, Anhängerkupplung, Start/Stop-Automatik, Sportsitze, Standheizung, Scheinwerferreinigung, Navigationssystem, Sportpaket;€ 16.990,-;Sehr guter Preis;122.000 km;Schaltgetriebe;05/2012;Diesel;130 kW (177 PS);5,0 l/100 km;133 g/km
Volkswagen;Polo;1.2 TSI DSG Team SR+WR Klima CD Shz Tempomat;Sportsitze, Fahrerairbag, Alufelgen, Einparkhilfe Sensoren hinten, Pannenkit, Tagfahrlicht, CD, Gepäckraumabtrennung;€ 9.990,-;Fairer Preis;81.977 km;Automatik;12/2010;Benzin;77 kW (105 PS);5,3 l/100 km;124 g/km
SEAT;Ibiza;Style EcoTSI Tempomat Bluetooth Aux-In USB Tel.-Vo;Klimaautomatik, Multifunktionslenkrad, Katalysator, Seitenairbag, Tempomat, Reifendruckkontrollsystem, Nebelscheinwerfer, Pannenkit;€ 7.500,-;Sehr guter Preis;133.482 km;Schaltgetriebe;02/2017;Benzin;81 kW (110 PS);nan;nan
Opel;Adam;Turbo *HU NEU*;Bordcomputer, Alufelgen, Sportfahrwerk, Tempomat, Bluetooth, Touchscreen, Radio, Pannenkit;€ 6.799,-;Guter Preis;147.000 km;Schaltgetriebe;11/2014;Benzin;85 kW (116 PS);4,3 l/100 km;116 g/km
Chevrolet;Orlando;7 Sitzer ab 150€ Monatlich;Einparkhilfe Sensoren hinten, Elektr. Fensterheber, Alufelgen, Navigationssystem, Klimaautomatik, Bordcomputer, Elektrische Seitenspiegel, Zentralverriegelung mit Funkfernbedienung;€ 7.799,-;Guter Preis;110.500 km;Schaltgetriebe;04/2011;Benzin;104 kW (141 PS);7,3 l/100 km;173 g/km
Volkswagen;Touran;Comfortline Navi,SH,PDC,Standheizung;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 11.300,-;Sehr guter Preis;188.220 km;Schaltgetriebe;11/2015;Diesel;110 kW (150 PS);4,5 l/100 km;118 g/km
Mazda;CX-5;Sports-Line AWD*Tempomat*RfK*LED;Fahrerairbag, Sportpaket, Einparkhilfe Kamera, Elektrische Sitze, LED-Scheinwerfer, Beifahrerairbag, Totwinkel-Assistent, Allrad;€ 10.590,-;Sehr guter Preis;178.632 km;Automatik;11/2015;Diesel;129 kW (175 PS);5,5 l/100 km;144 g/km
Mercedes-Benz;Sprinter;II 316 CDI Hoch+Lang*Klima*L2-H2*;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 11.500,-;Sehr guter Preis;260.000 km;Schaltgetriebe;10/2014;Diesel;120 kW (163 PS);8,0 l/100 km;212 g/km
Honda;Jazz;1.4 Comfort ,Klimaautomatik;teilb. Rücksitzbank, Alufelgen, Fahrerairbag, Klimaautomatik, Elektr. Fensterheber, USB, Nebelscheinwerfer, Notbremsassistent;€ 5.800,-;Guter Preis;108.000 km;Schaltgetriebe;02/2011;Benzin;73 kW (99 PS);nan;nan
Mercedes-Benz;B 180;B180 AMG Sport Leder Sitzheizung PDC Bi-Xenon;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 10.990,-;Sehr guter Preis;90.000 km;Schaltgetriebe;10/2013;Benzin;90 kW (122 PS);5,9 l/100 km;140 g/km
Nissan;Qashqai+2;1.6 dCi *1.HAND*7SITZ*NAVI*PANO*360°*;Navigationssystem, Panoramadach, Beifahrerairbag, Einparkhilfe Sensoren vorne, Sommerreifen, 2-Zonen-Klimaautomatik, Regensensor, Bluetooth;€ 9.990,-;Guter Preis;138.500 km;Schaltgetriebe;06/2012;Diesel;96 kW (131 PS);4,7 l/100 km;123 g/km
SEAT;Ibiza;5trg Style Klimaauto*Navi*PDC*Sitzhzg*Alu;Sitzheizung, E10-geeignet, Klimaanlage, Navigationssystem, Lederlenkrad, Bluetooth, Klimaautomatik, Wegfahrsperre;€ 7.490,-;Guter Preis;74.490 km;Schaltgetriebe;04/2014;Benzin;51 kW (69 PS);5,4 l/100 km;128 g/km
Mercedes-Benz;Sprinter;316 CDI Maxi Mixto*Garantie*AHK 3500Kg*;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 14.990,-;Fairer Preis;189.000 km;Automatik;04/2010;Diesel;120 kW (163 PS);9,3 l/100 km;246 g/km
Volkswagen;Touran;Trendline kompl.umklap.Rücks.Bank/HU neu;Alufelgen, Klimaanlage, Isofix, Radio, Gepäckraumabtrennung, Lederlenkrad, Wegfahrsperre, Seitenairbag;€ 8.490,-;Guter Preis;114.923 km;Schaltgetriebe;11/2012;Benzin;77 kW (105 PS);6,4 l/100 km;149 g/km
Mercedes-Benz;C 250;C -Klasse Coupe C 250 CDI BlueEfficiency;Sportfahrwerk, Wegfahrsperre, Spurhalteassistent, Navigationssystem, Sportsitze, Freisprecheinrichtung, Multifunktionslenkrad, Soundsystem;€ 12.900,-;Guter Preis;214.000 km;Automatik;06/2014;Diesel;150 kW (204 PS);4,9 l/100 km;130 g/km
Peugeot;308;SW Business-Line*Automatik*KLA*HU*8Fachberei;Sitzheizung, Navigationssystem, Skisack, Panoramadach, Alufelgen, Wegfahrsperre, Sommerreifen, Getönte Scheiben;€ 5.990,-;Guter Preis;184.000 km;Automatik;03/2011;Diesel;120 kW (163 PS);6,7 l/100 km;178 g/km
Volkswagen;Amarok;Highline DoubleCab 4Motion Navi*Xenon*AHK;Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Bi-Xenon Scheinwerfer, Beifahrerairbag, Klimaautomatik, Bordcomputer, Sitzheizung, Winterpaket;€ 17.998,-;Guter Preis;287.200 km;Automatik;03/2018;Diesel;165 kW (224 PS);8,0 l/100 km;210 g/km
BMW;X5;xDrive 40 d Panoramadach;Start/Stop-Automatik, Schaltwippen, Panoramadach, Reifendruckkontrollsystem, Spurhalteassistent, Sprachsteuerung, Sommerreifen, Schlüssellose Zentralverriegelung;€ 24.400,-;Guter Preis;165.758 km;Halbautomatik;03/2014;Diesel;230 kW (313 PS);6,9 l/100 km;183 g/km
Volkswagen;Golf;VI 1.6 TDI Team XENON+SHZ+PARKASS+AHK+TEMP+;Einparkhilfe Sensoren hinten, Bi-Xenon Scheinwerfer, Alufelgen, Sportsitze, LED-Tagfahrlicht, 2-Zonen-Klimaautomatik, Fahrerairbag, Armlehne;€ 4.250,-;Guter Preis;259.183 km;Schaltgetriebe;06/2010;Diesel;77 kW (105 PS);4,5 l/100 km;119 g/km
BMW;X5;xDrive 40 d Panoramadach;Start/Stop-Automatik, Schaltwippen, Panoramadach, Reifendruckkontrollsystem, Spurhalteassistent, Sprachsteuerung, Sommerreifen, Schlüssellose Zentralverriegelung;€ 24.400,-;Guter Preis;165.758 km;Halbautomatik;03/2014;Diesel;230 kW (313 PS);6,9 l/100 km;183 g/km
Alfa Romeo;Giulia;2.2 JTDM Automatik Klima Navi Temp Kamera;Finanzierung OHNE Anzahlung möglich!;€ 13.890,-;Sehr guter Preis;174.400 km;Automatik;11/2016;Diesel;132 kW (179 PS);3,8 l/100 km;99 g/km
BMW;X5;xDrive30d   NAVI   Xenon   AHK   Kamera;Sportsitze, Anhängerkupplung, Einparkhilfe Kamera, Spoiler, Einparkhilfe Sensoren vorne, Spurhalteassistent, Elektrische Heckklappe, Ambientebeleuchtung;€ 21.500,-;Sehr guter Preis;179.450 km;Automatik;05/2015;Diesel;190 kW (258 PS);5,9 l/100 km;156 g/km
Mercedes-Benz;A 200;BlueEfficiency NAVI*SHZ*PANO;USB, Navigationssystem, Einparkhilfe Sensoren hinten, Panoramadach, Sportpaket, Sitzheizung, Einparkhilfe Kamera, Zentralverriegelung;€ 12.990,-;Sehr guter Preis;142.915 km;Automatik;06/2014;Benzin;115 kW (156 PS);5,5 l/100 km;130 g/km
Skoda;Octavia;1.6 TDI DSG Ambition NAVI/AHK*;Alufelgen, Bordcomputer, Touchscreen, Anhängerkupplung, Einparkhilfe Sensoren vorne, Sommerreifen, USB, Einparkhilfe Sensoren hinten;€ 8.990,-;Guter Preis;174.200 km;Automatik;12/2016;Diesel;81 kW (110 PS);nan;nan
Mercedes-Benz;CLA 200;*NAVI*TEMPOMAT*SZHZ*PDC*;Alufelgen, Getönte Scheiben, Navigationssystem, Multifunktionslenkrad, Soundsystem, Einparkhilfe Sensoren vorne, Lichtsensor, Sitzheizung;€ 13.799,-;Sehr guter Preis;145.161 km;Schaltgetriebe;10/2015;Diesel;100 kW (136 PS);4,3 l/100 km;111 g/km
Skoda;Octavia;Combi Ambition*Navigation*AHK*Tempomat;Bluetooth, Anhängerkupplung, Freisprecheinrichtung, Getönte Scheiben, Tempomat, Beifahrerairbag, Navigationssystem, ESP;€ 5.900,-;Sehr guter Preis;285.775 km;Automatik;07/2014;Diesel;110 kW (150 PS);4,5 l/100 km;119 g/km
Opel;Astra;1.4 Turbo Aut. Allwetter Pdc Navi Shz Lhz;Bi-Xenon Scheinwerfer, Einparkhilfe Sensoren vorne, Navigationssystem, Einparkhilfe Sensoren hinten, LED-Tagfahrlicht, 2-Zonen-Klimaautomatik, Sportfahrwerk, Xenonscheinwerfer;€ 10.990,-;Sehr guter Preis;51.293 km;Automatik;09/2012;Benzin;103 kW (140 PS);6,6 l/100 km;154 g/km
SEAT;Ibiza;*Navi*SitzHZ*Klima*Geplegt+Top*;Multifunktionslenkrad, Alufelgen, Klimaautomatik, Navigationssystem, Sitzheizung, Scheinwerferreinigung, E10-geeignet, Wegfahrsperre;€ 5.999,-;Fairer Preis;148.000 km;Schaltgetriebe;04/2013;Benzin;63 kW (86 PS);5,9 l/100 km;140 g/km
Dacia;Duster;Laureate 4x2;Klimaanlage, Alufelgen, Lederlenkrad, Isofix, Nebelscheinwerfer, Wegfahrsperre, Zentralverriegelung, Dachreling;€ 5.700,-;Fairer Preis;126.400 km;Schaltgetriebe;04/2010;Benzin;77 kW (105 PS);7,6 l/100 km;178 g/km
Hyundai;iX35;2.0 CRDi 4WD Style Aut.*SHZ*Kamera*Keyless*;Einparkhilfe Kamera, Berganfahrassistent, Fahrerairbag, Klimaanlage, Allrad, Bluetooth, Radio, Sitzheizung;€ 7.849,-;Fairer Preis;228.599 km;Automatik;12/2011;Diesel;135 kW (184 PS);nan;nan
Volkswagen;Golf;2.0TDI Highline SHZ Kamera Tempomat 1. Hand;Einparkhilfe Sensoren vorne, Einparkhilfe Kamera, Einparkhilfe Sensoren hinten, 2-Zonen-Klimaautomatik, Alufelgen, Sommerreifen, Sportsitze, Start/Stop-Automatik;€ 9.950,-;Fairer Preis;249.985 km;Automatik;09/2015;Diesel;110 kW (150 PS);4,5 l/100 km;119 g/km
Skoda;Yeti;Elegance 4x4 AHK Bi-Xenon Klimaaut Einparkhilfe Ku;Allrad, Sitzheizung, Anhängerkupplung, Xenonscheinwerfer, Navigationssystem, Alufelgen, Einparkhilfe Sensoren vorne, Bi-Xenon Scheinwerfer;€ 12.770,-;Sehr guter Preis;67.009 km;Schaltgetriebe;06/2013;Benzin;118 kW (160 PS);nan;nan
Audi;A3;2.0 TDI Sport-Sitze*XENON*NAVI*Sitzhzg*PDC*;Sportfahrwerk, Sportpaket, Freisprecheinrichtung, USB, Sitzheizung, LED-Tagfahrlicht, Müdigkeitswarnsystem, Sportsitze;Guter Preis;Guter Preis;178.000 km;Schaltgetriebe;01/2014;Diesel;110 kW (150 PS);4,1 l/100 km;109 g/km
Fiat;Scudo;Panorama Executive140 Multijet*1HAND*8SITZ;Schiebetür rechts, Luftfederung, Armlehne, Alufelgen, Beifahrerairbag, Bordcomputer, Klimaautomatik, Tempomat;€ 8.990,-;Guter Preis;208.000 km;Schaltgetriebe;12/2010;Diesel;100 kW (136 PS);7,6 l/100 km;201 g/km
MINI;Cooper Countryman;;Radio, Einparkhilfe Sensoren hinten, Start/Stop-Automatik, Sitzheizung, teilb. Rücksitzbank, Multifunktionslenkrad, Beifahrerairbag, Bluetooth;€ 7.999,-;Sehr guter Preis;115.514 km;Schaltgetriebe;06/2011;Benzin;90 kW (122 PS);nan;nan
Fiat;500;Lounge  CABRIO;Einparkhilfe Sensoren hinten, Alufelgen, Reifendruckkontrollsystem, Lederlenkrad, Elektrische Seitenspiegel, Nebelscheinwerfer, Schiebedach, Elektr. Fensterheber;€ 6.849,-;Guter Preis;112.500 km;Schaltgetriebe;10/2015;Benzin;51 kW (69 PS);4,9 l/100 km;115 g/km
Volkswagen;Touran;Comfortline 2.0 TDI DSG LED KAMERA ALU APS SITZHZG;LED-Scheinwerfer, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Getönte Scheiben, Sitzheizung, Dachreling, Kurvenlicht, Alufelgen;€ 12.988,-;Sehr guter Preis;228.600 km;Automatik;08/2020;Diesel;110 kW (150 PS);5,6 l/100 km;1 g/km
Peugeot;2008;Allure Motor dreht nicht;Bluetooth, Alufelgen, ABS, Ambientebeleuchtung, Zentralverriegelung, Sportsitze, Tagfahrlicht, Getönte Scheiben;€ 2.400,-;nan;290.000 km;Schaltgetriebe;06/2014;Diesel;84 kW (114 PS);4,0 l/100 km;106 g/km
Volkswagen;Touran;Comfortline 2.0 TDI DSG LED KAMERA ALU APS SITZHZG;LED-Scheinwerfer, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, Getönte Scheiben, Sitzheizung, Dachreling, Kurvenlicht, Alufelgen;€ 12.988,-;Sehr guter Preis;228.600 km;Automatik;08/2020;Diesel;110 kW (150 PS);5,6 l/100 km;1 g/km
Volkswagen;Touran;2.0 TDI, 7 Sitze, Panorama-Schiebedach;Tempomat, Navigationssystem, Alufelgen, Schiebedach, Panoramadach, Allwetterreifen, Klimaautomatik, Radio;€ 12.780,-;Sehr guter Preis;131.626 km;Schaltgetriebe;12/2015;Diesel;103 kW (140 PS);nan;nan
BMW;116;i Lim *TOP ZUSTAND* 5TÜRIG/KLIMA/TÜV/GARANTIE;Sommerreifen, Seitenairbag, Getönte Scheiben, CD, ABS, Alufelgen, Scheinwerferreinigung, Nebelscheinwerfer;€ 7.290,-;Fairer Preis;117.700 km;Schaltgetriebe;05/2010;Benzin;90 kW (122 PS);6,1 l/100 km;143 g/km
BMW;320;d / BI-XENON / S-DACH / LEDER / HEAD UP;Navigationssystem, Schiebedach, Head-up display, Bi-Xenon Scheinwerfer, Multifunktionslenkrad, Einparkhilfe Sensoren hinten, Sitzheizung, Einparkhilfe Sensoren vorne;€ 16.490,-;Guter Preis;95.958 km;Automatik;02/2012;Diesel;135 kW (184 PS);4,5 l/100 km;119 g/km
Chevrolet;Captiva;2.2 LT+*NAVI*PDC*SHZ*LEDER*7-SITZER*4x4*;Viel Auto für Wenig Geld / wir sind immer für sie da;€ 9.990,-;Guter Preis;162.870 km;Automatik;04/2013;Diesel;135 kW (184 PS);6,6 l/100 km;175 g/km
Mercedes-Benz;Viano;2.2 CDI lang *AHK*CARPLAY*TEMP*PDC*KLIMA*;Schiebetür rechts, Beifahrerairbag, Getönte Scheiben, Sitzheizung, Alufelgen, Anhängerkupplung, Bluetooth, Isofix;€ 17.499,-;Sehr guter Preis;210.681 km;Automatik;03/2013;Diesel;120 kW (163 PS);7,4 l/100 km;196 g/km
Volkswagen;Tiguan;2.0 TDI Trend & Fun BMT / PDC / SHZ;Touchscreen, Start/Stop-Automatik, Sitzheizung, Einparkhilfe Sensoren vorne, Einparkhilfe Kamera, Fahrerairbag, Einparkhilfe Sensoren hinten, Alufelgen;€ 11.490,-;Guter Preis;162.522 km;Schaltgetriebe;01/2015;Diesel;81 kW (110 PS);5,3 l/100 km;139 g/km
Ford;Transit Custom;Kombi 300 L1 2.2 TDCi *1495;Beifahrerairbag, Start/Stop-Automatik, Schiebetür rechts, Fahrerairbag, Traktionskontrolle, Notrad, Zentralverriegelung mit Funkfernbedienung, Elektr. Fensterheber;€ 10.988,-;Sehr guter Preis;138.000 km;Schaltgetriebe;12/2014;Diesel;74 kW (101 PS);nan;nan
Renault;Kadjar;1.5 dCi 110 Bose Edition ENERGY;Sitzheizung, LED-Scheinwerfer, Beifahrerairbag, Isofix, Verkehrszeichenerkennung, Navigationssystem, Alufelgen, Geschwindigkeits-begrenzungsanlage;€ 10.990,-;Sehr guter Preis;150.000 km;Automatik;08/2016;Diesel;81 kW (110 PS);nan;nan
Ford;Transit Connect;Kasten Hoch+Lang Trend;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 5.990,-;Guter Preis;165.000 km;Schaltgetriebe;06/2010;Diesel;81 kW (110 PS);6,0 l/100 km;159 g/km
Volkswagen;T5 Multivan;2.0 TDI Startline, 7-Sitzer, 2.Hand;Schiebetür rechts, Einparkhilfe Sensoren vorne, Klimaanlage, Sitzheizung, Seitenairbag, Lordosenstütze, Isofix, Innenspiegel automatisch abblendend;€ 12.450,-;Sehr guter Preis;330.000 km;Schaltgetriebe;12/2010;Diesel;103 kW (140 PS);7,7 l/100 km;203 g/km
Mercedes-Benz;B 180;2.0 CDI KAT Automatik Leder AHK;Anhängerkupplung, Einparkhilfe Sensoren hinten, ESP, Einparkhilfe selbstlenkendes System, Klimaanlage, Getönte Scheiben, Navigationssystem, Alufelgen;€ 8.999,-;Erhöhter Preis;140.100 km;Automatik;06/2010;Diesel;80 kW (109 PS);nan;nan
Dacia;Duster;I Prestige 1.6 LPG Klima Leder Navi PDC;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 6.990,-;Fairer Preis;160.000 km;Schaltgetriebe;06/2014;Autogas (LPG);77 kW (105 PS);7,1 l/100 km;165 g/km
Mercedes-Benz;Vito;119 CDI Aut. 4MATIC lang-8Si.-Navi-Kamera-;Schiebetür rechts, Einparkhilfe Kamera, Allrad, Seitenairbag, Beifahrerairbag, Reifendruckkontrollsystem, Isofix, Getönte Scheiben;€ 22.900,-;Sehr guter Preis;199.900 km;Automatik;08/2016;Diesel;140 kW (190 PS);5,8 l/100 km;nan
Audi;A8;"4.2d Quatt TOP ZUSTD! PANO+MEMO+SOFT+BOSE+21""";Navigationssystem, Einparkhilfe Kamera, LED-Scheinwerfer, Alufelgen, Standheizung, Seitenairbag, Reifendruckkontrollsystem, Elektrische Heckklappe;€ 18.450,-;Fairer Preis;265.720 km;Automatik;04/2011;Diesel;258 kW (351 PS);nan;nan
Audi;Q7;3.0 TFSI QUATTRO NAVI+LED+AHK+R.KAMERA+LEDER;Sommerreifen, Sitzheizung, Kurvenlicht, Alufelgen, Allrad, Armlehne, Scheinwerferreinigung, Bluetooth;€ 17.998,-;Guter Preis;140.000 km;Automatik;06/2012;Benzin;200 kW (272 PS);10,7 l/100 km;254 g/km
Opel;Mokka X;1.6 CDTI Automatik Navi Color Innovation;Einparkhilfe Kamera, Sommerreifen, Einparkhilfe Sensoren vorne, Sitzheizung, LED-Scheinwerfer, Alufelgen, Kurvenlicht, Navigationssystem;€ 10.880,-;Sehr guter Preis;101.266 km;Automatik;06/2017;Diesel;100 kW (136 PS);nan;nan
Ford;Fiesta;1.25 Trend 5-Türer Klimaanlage CD-Radio;Klimaanlage, teilb. Rücksitzbank, Isofix, USB, Elektr. Fensterheber, Kopfairbag, Radio, Raucherpaket;€ 6.455,-;Guter Preis;75.800 km;Schaltgetriebe;03/2012;Benzin;60 kW (82 PS);nan;nan
Nissan;Qashqai;2.0 16V AHK Pano Navi Kamera 2Hd.;Panoramadach, Anhängerkupplung, Elektr. Fensterheber, Radio, Bluetooth, Navigationssystem, MP3, Touchscreen;€ 5.950,-;Sehr guter Preis;155.000 km;Schaltgetriebe;02/2010;Benzin;104 kW (141 PS);nan;nan
Mercedes-Benz;Vito;116 CDI lang 9. Sitzer Navi Klima Kamera;Schiebetür, Getönte Scheiben, Start/Stop-Automatik, Alufelgen, Beifahrerairbag, Raucherpaket, Elektrische Seitenspiegel, Allwetterreifen;€ 14.950,-;Fairer Preis;164.000 km;Schaltgetriebe;05/2012;Diesel;120 kW (163 PS);nan;nan
Dacia;Logan;Prestige MCV 1.5 dCi ~ Navi ~ MFL~ PDC~;Klimaanlage, Fahrerairbag, Dachreling, Allwetterreifen, Tempomat, Alufelgen, Elektr. Fensterheber, Navigationssystem;€ 7.999,-;Guter Preis;83.000 km;Schaltgetriebe;04/2016;Diesel;66 kW (90 PS);3,8 l/100 km;101 g/km
BMW;X1;18d sDrive Automatik Becherhalter TÜV NEU;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 11.990,-;Erhöhter Preis;157.000 km;Automatik;06/2012;Diesel;105 kW (143 PS);5,9 l/100 km;155 g/km
Opel;Astra;GTC Edition;Sommerreifen, CD, teilb. Rücksitzbank, Alufelgen, Sportfahrwerk, Tempomat, Einparkhilfe Sensoren hinten, Kopfairbag;€ 6.590,-;Sehr guter Preis;148.900 km;Schaltgetriebe;05/2012;Benzin;103 kW (140 PS);5,9 l/100 km;140 g/km
Volkswagen;Tiguan;1.4 TSI BlueMotion Technology Trend & Fun;Alufelgen, Anhängerkupplung, Isofix, Gepäckraumabtrennung, Airbag hinten, Einparkhilfe Sensoren vorne, Armlehne, Wegfahrsperre;€ 9.960,-;Guter Preis;138.436 km;Schaltgetriebe;06/2015;Benzin;90 kW (122 PS);nan;nan
BMW;525;d xDrive Aut. Pano ACC Komfortzugang Memory;Allrad, Bordcomputer, Start/Stop-Automatik, Schiebedach, Navigationssystem, Elektrische Sitze, Multifunktionslenkrad, Sportsitze;€ 13.850,-;Sehr guter Preis;142.000 km;Automatik;09/2013;Diesel;160 kW (218 PS);5,4 l/100 km;143 g/km
Ford;C-Max;Sync Edition;Beifahrerairbag, Alufelgen, Fahrerairbag, Sitzheizung, Elektr. Fensterheber, Beheizbare Frontscheibe, ABS, Lordosenstütze;€ 7.850,-;Guter Preis;60.334 km;Schaltgetriebe;10/2014;Benzin;74 kW (101 PS);nan;nan
Skoda;Superb;2.0 TDI  Exclusive DSG ~LED~Bi-Xenon~Navi;Bi-Xenon Scheinwerfer, Start/Stop-Automatik, Navigationssystem, Anhängerkupplung, Bluetooth, Alufelgen, Getönte Scheiben, Einparkhilfe Sensoren hinten;€ 9.999,-;Fairer Preis;199.035 km;Automatik;11/2013;Diesel;103 kW (140 PS);4,6 l/100 km;122 g/km
Renault;Espace;V Intens Energy dCi 160*7Sitzer*AT Motor bei 90tkm;Schiebedach, Klimaanlage, Soundsystem, Voll-LED Scheinwerfer, Elektrische Heckklappe, Anhängerkupplung, Verkehrszeichenerkennung, 2-Zonen-Klimaautomatik;€ 12.950,-;Guter Preis;166.000 km;Automatik;11/2015;Diesel;118 kW (160 PS);4,7 l/100 km;123 g/km
Mercedes-Benz;E 220;CDI BE Elegance, Leder, Navi, GSHD, PDC;Bluetooth, Panoramadach, Einparkhilfe Sensoren hinten, Allwetterreifen, Einparkhilfe Sensoren vorne, Navigationssystem, Müdigkeitswarnsystem, Alufelgen;€ 15.900,-;Fairer Preis;94.000 km;Automatik;04/2010;Diesel;125 kW (170 PS);6,2 l/100 km;164 g/km
Peugeot;308;SW 1.5 Aut Activ NAV+SHZ+PDC+TEM+SERVICE NEU;Sitzheizung, Navigationssystem, Freisprecheinrichtung, 2-Zonen-Klimaautomatik, Getönte Scheiben, Beifahrerairbag, Apple CarPlay, Geschwindigkeits-begrenzungsanlage;€ 8.950,-;Guter Preis;143.898 km;Automatik;08/2019;Benzin;96 kW (131 PS);nan;nan
Audi;A6;35 TDI VIRTUAL/LEDER/SPORT;Sportpaket, LED-Scheinwerfer, Volldigitales Kombiinstrument, Einparkhilfe Kamera, Ambientebeleuchtung, Elektrische Heckklappe, Elektrische Sitze, Alufelgen;€ 23.500,-;Sehr guter Preis;151.700 km;Automatik;03/2020;Diesel;120 kW (163 PS);4,3 l/100 km;112 g/km
Peugeot;5008;Allure 1.6 Blue-HDI Navi Panorama 7-Sitzer;Über 400 Dacia Neuwagen im Bestand/3 Jahre Garantie;€ 9.990,-;Fairer Preis;165.000 km;Automatik;11/2016;Diesel;88 kW (120 PS);4,4 l/100 km;114 g/km
Mercedes-Benz;CLS 350;CDI 4Matic /NAVI/LED/AIRMATIC/CAM/GARANT;GARANTIE • FINANZIERUNG • LIEFERUNG • ZULASSUNG;€ 21.990,-;nan;110.000 km;Automatik;06/2012;Diesel;195 kW (265 PS);6,9 l/100 km;183 g/km
