Brand;Model;Car_Info;User_Desc;Price;Price_Eval;Kilometer;Gear_Type;YearMonth;Fuel_Type;Horsepower;Consumption;CO2_Emission;Marketplace
Audi;A4;Avant 1.8 TFSI S line Sport Plus Paket;GARANTIE • FINANZIERUNG • LIEFERUNG • ZULASSUNG;€ 13.990;nan;100.000 km;Automatik;08/2012;Benzin;88 kW (120 PS);7,7 l/100 km;179 g/km;Autoscout24.de
Volkswagen;Polo;V Highline;Sportsitze, Lederlenkrad, Multifunktionslenkrad, Einparkhilfe Sensoren hinten, Sportfahrwerk, Armlehne, Klimaautomatik, Isofix;€ 7.580;Fairer Preis;100.300 km;Schaltgetriebe;02/2010;Benzin;77 kW (105 PS);5,3 l/100 km;124 g/km;Autoscout24.de
Ford;Mondeo;Turnier Business Edition Klima/Navi/Sitzh;Klimaanlage, Navigationssystem, Alufelgen, Klimaautomatik, Radio, Elektrische Sitze, Beheizbare Frontscheibe, Freisprecheinrichtung;€ 5.490;Guter Preis;193.171 km;Schaltgetriebe;11/2012;Diesel;120 kW (163 PS);4,9 l/100 km;130 g/km;Autoscout24.de
Hyundai;i30;CW 1.6CRDi Select LEDTgf~Tempomat~AHK;Freisprecheinrichtung, Alufelgen, USB, Beifahrerairbag, Anhängerkupplung, Tempomat, Fernlichtassistent, Isofix;€ 8.950;Guter Preis;131.299 km;Schaltgetriebe;10/2017;Diesel;81 kW (110 PS);3,8 l/100 km;99 g/km;Autoscout24.de
Hyundai;i20;Classic Klima- SHZ-1 Hand;Klimaanlage, Beifahrerairbag, Fahrerairbag, Elektrische Seitenspiegel, Sitzheizung, Radio, USB, Isofix;€ 6.250;Guter Preis;78.400 km;Schaltgetriebe;02/2014;Benzin;63 kW (86 PS);nan;nan;Autoscout24.de
Peugeot;308;LIM. 1.5D ACTIVE NAVI/LED/PDC/TEMP./SPORT;ESP, Touchscreen, Bluetooth, Navigationssystem, Sportsitze, Fahrerairbag, Sprachsteuerung, Armlehne;€ 7.450;Sehr guter Preis;141.650 km;Schaltgetriebe;09/2018;Diesel;96 kW (131 PS);3,6 l/100 km;95 g/km;Autoscout24.de
Opel;Insignia;A Lim. 150 Jahre Opel/NAVI/RADIO/KLIMA;Fahrerairbag, Einparkhilfe Sensoren vorne, Beifahrerairbag, Navigationssystem, Freisprecheinrichtung, Sprachsteuerung, Alufelgen, Einparkhilfe Sensoren hinten;€ 8.900;Sehr guter Preis;66.778 km;Schaltgetriebe;03/2013;Diesel;96 kW (131 PS);5,8 l/100 km;154 g/km;Autoscout24.de
Ford;S-Max;1.6 EcoBoost Trend *PDC*SHZ*;❗Service Historie und Gebrauchtspureninfos auf Anruf;€ 9.710;Sehr guter Preis;95.084 km;Schaltgetriebe;05/2014;Benzin;118 kW (160 PS);6,8 l/100 km;159 g/km;Autoscout24.de
Nissan;X-Trail;1.6 dCi Visia 7 Sitzer/Navi/LED/Pano/Leder;Sommerreifen, Elektrische Sitze, Winterreifen, Sitzheizung, Tempomat, Bordcomputer, 2-Zonen-Klimaautomatik, Schiebedach;€ 10.980;Guter Preis;262.137 km;Automatik;06/2017;Diesel;96 kW (131 PS);nan;nan;Autoscout24.de
Volkswagen;Golf;MATCH KLIMA+EINPARKHILFE+ALLWETTER+ALU+TOP+;Sitzheizung,Sportlederlenkrad,RegelmässigeWartung;€ 10.980;Fairer Preis;30.900 km;Schaltgetriebe;06/2012;Benzin;77 kW (105 PS);5,7 l/100 km;134 g/km;Autoscout24.de
Kia;Sportage;Spirit 4WD SHZ Leder Navi Alu 16 Zoll;Navigationssystem, Allrad, Getönte Scheiben, USB, Multifunktionslenkrad, Klimaanlage, Panoramadach, Alufelgen;€ 10.999;nan;149.443 km;Automatik;07/2013;Diesel;135 kW (184 PS);7,2 l/100 km;189 g/km;Autoscout24.de
Renault;Megane;3 1.6 110PS Lim. 5-trg Tempomat Klima;Qualität - Zuverlässigkeit - Sicherheit;€ 7.899;Sehr guter Preis;54.561 km;Schaltgetriebe;06/2015;Benzin;81 kW (110 PS);6,9 l/100 km;159 g/km;Autoscout24.de
smart;forTwo;Passion Mhd 52 KW Automatik;Unser Angebot der Woche;€ 4.900;Sehr guter Preis;98.000 km;Automatik;02/2012;Benzin;52 kW (71 PS);nan;nan;Autoscout24.de
Ford;Transit Custom;Kombi 300 L1 2.2 TDCi *1992 *EXPORT;Beifahrerairbag, Notrad, Start/Stop-Automatik, CD, Radio, Zentralverriegelung, Schiebetür rechts, Katalysator;€ 7.988;Guter Preis;255.000 km;Schaltgetriebe;01/2015;Diesel;74 kW (101 PS);nan;nan;Autoscout24.de
Renault;Grand Scenic;Scenic III Grand Paris NAVI*SHZG*PDC*KLIMAAUT.*;Alufelgen, USB, Beifahrerairbag, Fahrerairbag, 2-Zonen-Klimaautomatik, Navigationssystem, Traktionskontrolle, Allwetterreifen;€ 6.990;nan;150.616 km;Schaltgetriebe;11/2013;Benzin;85 kW (116 PS);6,1 l/100 km;145 g/km;Autoscout24.de
BMW;320;320 d Efficient Dynamics Advantage;Navigationssystem, Alufelgen, Elektrische Seitenspiegel, Armlehne, Klimaautomatik, Skisack, Tempomat, Beifahrerairbag;€ 11.100;Fairer Preis;222.200 km;Schaltgetriebe;03/2016;Diesel;120 kW (163 PS);3,9 l/100 km;103 g/km;Autoscout24.de
Opel;Corsa;D Color Edition 1,4L Klima Tüv Neu Topzust;Sitzheizung, Tempomat, Beifahrerairbag, Einparkhilfe Sensoren hinten, Bluetooth, Klimaanlage, Lederlenkrad, Sportfahrwerk;€ 6.490;Fairer Preis;111.000 km;Schaltgetriebe;11/2014;Benzin;64 kW (87 PS);5,7 l/100 km;135 g/km;Autoscout24.de
Opel;Mokka;1.6 CDTI ecoFlex Innovation Navi FLA LM;Bi-Xenon Scheinwerfer, Bordcomputer, ABS, Einparkhilfe Sensoren hinten, Touchscreen, Einparkhilfe Kamera, Einparkhilfe Sensoren vorne, teilb. Rücksitzbank;€ 9.490;Sehr guter Preis;112.850 km;Schaltgetriebe;06/2015;Diesel;100 kW (136 PS);nan;nan;Autoscout24.de
Volkswagen;Golf;VII Lim. Highline BMT Navi,Kamera,BiXeno+WR;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 10.300;Sehr guter Preis;126.470 km;Schaltgetriebe;04/2014;Benzin;103 kW (140 PS);5,2 l/100 km;119 g/km;Autoscout24.de
Volkswagen;Golf;VII 1.2 TSI DSG Comfortline NAVI KLIMA PNAO P;Panoramadach, Navigationssystem, Lordosenstütze, 2-Zonen-Klimaautomatik, Wegfahrsperre, Sitzheizung, Einparkhilfe Sensoren vorne, MP3;€ 12.990;Sehr guter Preis;25.000 km;Automatik;09/2014;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
Mazda;MX-5;Center-Line 1.8 verkauf nur an Händler/Export Temp;Radio, Beifahrerairbag, Klimaanlage, Alufelgen, Traktionskontrolle, Bluetooth, Katalysator, Tempomat;€ 8.500;Guter Preis;105.500 km;Schaltgetriebe;01/2010;Benzin;93 kW (126 PS);nan;nan;Autoscout24.de
Audi;SQ5;3.0 TDI QUT FACE*VIRT*MATRIX*KAM*RS-SITZE*22';Volldigitales Kombiinstrument, Sportsitze, Luftfederung, Panoramadach, Allrad, Elektr. Fensterheber, Beifahrerairbag, Soundsystem;€ 32.900;Sehr guter Preis;212.000 km;Automatik;06/2020;Diesel;255 kW (347 PS);6,8 l/100 km;177 g/km;Autoscout24.de
Audi;A4;2.0 TDI ultra *Automatik*Navi*SHZ*;Einparkhilfe Kamera, LED-Scheinwerfer, Sportfahrwerk, 3-Zonen-Klimaautomatik, Navigationssystem, Sitzheizung, Elektrische Heckklappe, Getönte Scheiben;€ 16.900;Fairer Preis;191.140 km;Automatik;03/2018;Diesel;110 kW (150 PS);3,9 l/100 km;99 g/km;Autoscout24.de
Nissan;Qashqai;Visia *PDC*RADIO*KLIMA*XENON*TEMPOMAT*;Alufelgen, Spurhalteassistent, Getönte Scheiben, Tempomat, Anhängerkupplung, Einparkhilfe Sensoren hinten, Geschwindigkeits-begrenzungsanlage, Beifahrerairbag;€ 9.299;Sehr guter Preis;116.591 km;Schaltgetriebe;09/2016;Benzin;85 kW (116 PS);5,6 l/100 km;129 g/km;Autoscout24.de
Volkswagen;Golf;6 1.6TDI 90PS Sport Paket BC Klima PDC;Qualität - Zuverlässigkeit - Sicherheit;€ 6.749;Fairer Preis;153.428 km;Schaltgetriebe;03/2010;Diesel;66 kW (90 PS);4,5 l/100 km;118 g/km;Autoscout24.de
Opel;Insignia;1.6 Lim. Selection 2.HAND*;Radio, teilb. Rücksitzbank, Elektrische Sitze, Tagfahrlicht, Sommerreifen, Klimaanlage, Wegfahrsperre, Elektrische Seitenspiegel;€ 4.500;Guter Preis;167.364 km;Schaltgetriebe;07/2010;Benzin;85 kW (116 PS);7,6 l/100 km;174 g/km;Autoscout24.de
Land Rover;Discovery Sport;HSE TD4 Aut. *KAMERA/NAVI/LEDER*;Sportfahrwerk, Allrad, Sitzheizung, Notbremsassistent, Sommerreifen, Navigationssystem, Elektrische Sitze, USB;€ 13.900;Sehr guter Preis;181.218 km;Automatik;10/2015;Diesel;132 kW (179 PS);5,3 l/100 km;171 g/km;Autoscout24.de
Volkswagen;Jetta;VI 1.4 TSI  Highline *Automatik*;Einparkhilfe Sensoren vorne, Navigationssystem, Sitzheizung, Beifahrerairbag, Alufelgen, Start/Stop-Automatik, Seitenairbag, Bluetooth;€ 12.990;Fairer Preis;54.879 km;Automatik;10/2012;Benzin;118 kW (160 PS);nan;nan;Autoscout24.de
Mitsubishi;Outlander;Diamant Edition 4WD;Allrad, Radio, LED-Tagfahrlicht, Sprachsteuerung, Sitzheizung, Anhängerkupplung, Apple CarPlay, Kurvenlicht;€ 12.300;Guter Preis;155.800 km;Automatik;03/2015;Diesel;110 kW (150 PS);5,4 l/100 km;143 g/km;Autoscout24.de
Dacia;Lodgy;1.2 TCE STEPWAY NAVI/PDC/TEMP./NEBEL/KLIMA;Tempomat, Beifahrerairbag, Freisprecheinrichtung, Nebelscheinwerfer, Dachreling, Navigationssystem, Alufelgen, Pannenkit;€ 7.750;Sehr guter Preis;97.500 km;Schaltgetriebe;03/2016;Benzin;85 kW (116 PS);5,6 l/100 km;133 g/km;Autoscout24.de
Mitsubishi;Colt;1.1 ClearTec Edition;Klimaanlage, Sitzheizung, Gepäckraumabtrennung, Bordcomputer, Klimaautomatik, Alufelgen, Isofix, Seitenairbag;€ 4.990;Fairer Preis;90.715 km;Schaltgetriebe;03/2012;Benzin;55 kW (75 PS);4,9 l/100 km;115 g/km;Autoscout24.de
BMW;320;"320d Cabrio M Sport Edition""Leder""Xenon""Navi""";Radio, Navigationssystem, Sportpaket, Alufelgen, Sitzheizung, Einparkhilfe Sensoren vorne, Bluetooth, Tempomat;€ 14.490;Fairer Preis;150.700 km;Automatik;08/2012;Diesel;135 kW (184 PS);nan;nan;Autoscout24.de
Renault;Koleos;Bose Allrad Panodach AHK RFK  Night&Day 4x4;Ihr Autohaus mit Herz - Familienbetrieb seit 115 Jahren;€ 7.990;Sehr guter Preis;178.588 km;Schaltgetriebe;02/2014;Diesel;127 kW (173 PS);nan;nan;Autoscout24.de
Peugeot;RCZ;"Vollleder 18"" Einparkhilfe Memory Sitze Tempomat";Bluetooth, 2-Zonen-Klimaautomatik, Winterpaket, Klimaanlage, Fahrerairbag, Einparkhilfe Sensoren hinten, Geschwindigkeits-begrenzungsanlage, Elektrische Sitze;€ 11.490;Fairer Preis;63.427 km;Automatik;07/2011;Benzin;115 kW (156 PS);7,3 l/100 km;168 g/km;Autoscout24.de
Audi;A3;Sportback quattro S Line Sportpaket Aut. Navi;Sportfahrwerk, Sportpaket, Sportsitze, Allrad, Navigationssystem, Multifunktionslenkrad, Bordcomputer, Einparkhilfe Kamera;€ 15.890;Sehr guter Preis;133.104 km;Automatik;02/2015;Diesel;135 kW (184 PS);4,9 l/100 km;130 g/km;Autoscout24.de
Audi;A6;Avant 2.0 TDI S-Tronic Ultra NAV+XEN+PANO+KAM;Einparkhilfe Kamera, Sportfahrwerk, Panoramadach, Sportsitze, CD, Schlüssellose Zentralverriegelung, Alufelgen, Lordosenstütze;€ 19.749;Erhöhter Preis;194.750 km;Automatik;03/2018;Diesel;140 kW (190 PS);4,7 l/100 km;nan;Autoscout24.de
Volkswagen;Golf;VII 1.2 TSi Lim. **SHZ*PDC*Parkassistent**;Start/Stop-Automatik, 2-Zonen-Klimaautomatik, Sitzheizung, Touchscreen, Einparkhilfe Sensoren vorne, Einparkhilfe Sensoren hinten, Multifunktionslenkrad, Einparkhilfe selbstlenkendes System;€ 8.495;Guter Preis;132.000 km;Schaltgetriebe;09/2013;Benzin;63 kW (86 PS);nan;nan;Autoscout24.de
Audi;TT;2.0 TFSI Roadster quattro S line Sport/Plus Bose;Multifunktionslenkrad, Sportfahrwerk, Radio, Windschott(für Cabrio), Scheinwerferreinigung, Soundsystem, Sitzheizung, Klimaanlage;€ 12.900;Guter Preis;175.949 km;Automatik;08/2011;Benzin;155 kW (211 PS);7,4 l/100 km;175 g/km;Autoscout24.de
Mercedes-Benz;E 250;CGI Cabrio 2.Hd*Navi*Bi-Xen*Leder*SHZ*PDC;LED-Tagfahrlicht, Navigationssystem, Ambientebeleuchtung, Sitzheizung, Bluetooth, Tagfahrlicht, Alufelgen, MP3;€ 17.990;Sehr guter Preis;72.000 km;Automatik;08/2011;Benzin;150 kW (204 PS);nan;nan;Autoscout24.de
Audi;Q5;2.0TDI/S Line/Leder/Pano/Navi/Bi-Xeno/AHK/PDC;Panoramadach, Sportpaket, 3-Zonen-Klimaautomatik, Scheinwerferreinigung, Sportfahrwerk, Elektrische Sitze, Fahrerairbag, Ambientebeleuchtung;€ 18.500;Sehr guter Preis;154.000 km;Automatik;01/2015;Diesel;140 kW (190 PS);5,7 l/100 km;151 g/km;Autoscout24.de
Volkswagen;Golf;VII Limousine *Klimaauto*Sitzheizung*Tempomat;2-Zonen-Klimaautomatik, Multifunktionslenkrad, Sitzheizung, Fahrerairbag, Alufelgen, Geschwindigkeits-begrenzungsanlage, Nebelscheinwerfer, Armlehne;€ 11.449;Sehr guter Preis;75.792 km;Schaltgetriebe;07/2015;Benzin;81 kW (110 PS);nan;nan;Autoscout24.de
Mercedes-Benz;CLS 250;SHOOTING BRAKE LEDER+NAVI+ILS+SPORT+TÜV+;Standheizung,Distronic,AktivPark,Reg.Wartung;€ 22.850;Sehr guter Preis;109.600 km;Automatik;07/2014;Diesel;150 kW (204 PS);5,3 l/100 km;139 g/km;Autoscout24.de
Volkswagen;Caddy;Kombi BMT Klima Touch Freisprech 5-Sitze;Klimaanlage, USB, Beifahrerairbag, Armlehne, Freisprecheinrichtung, Anhängerkupplung, ABS, Start/Stop-Automatik;€ 6.690;Fairer Preis;281.211 km;Schaltgetriebe;01/2016;Diesel;55 kW (75 PS);4,6 l/100 km;119 g/km;Autoscout24.de
Mitsubishi;Pajero;3.2 DI-D Intense;Über 1000 Fahrzeuge auf Lager und sofort verfügbar !!!;€ 19.990;Sehr guter Preis;120.000 km;Automatik;02/2012;Diesel;147 kW (200 PS);9,3 l/100 km;247 g/km;Autoscout24.de
Volkswagen;Golf;VI  2.0 GTD/KLIMAAUTO/NAVI/LED/XENON/1 HAND;Bi-Xenon Scheinwerfer, Navigationssystem, Sportfahrwerk, Radio, Einparkhilfe Sensoren vorne, Sommerreifen, Bluetooth, Bordcomputer;€ 6.980;Fairer Preis;242.846 km;Schaltgetriebe;12/2011;Diesel;125 kW (170 PS);5,1 l/100 km;134 g/km;Autoscout24.de
Volkswagen;Caddy;Kombi BMT Klima Touch Freisprech 5-Sitze;Klimaanlage, USB, Beifahrerairbag, Armlehne, Freisprecheinrichtung, Anhängerkupplung, ABS, Start/Stop-Automatik;€ 6.690;Fairer Preis;281.211 km;Schaltgetriebe;01/2016;Diesel;55 kW (75 PS);4,6 l/100 km;119 g/km;Autoscout24.de
Mitsubishi;Pajero;3.2 DI-D Intense;Über 1000 Fahrzeuge auf Lager und sofort verfügbar !!!;€ 19.990;Sehr guter Preis;120.000 km;Automatik;02/2012;Diesel;147 kW (200 PS);9,3 l/100 km;247 g/km;Autoscout24.de
Mercedes-Benz;;A 180 CDI Berganfahr Sitzheizung RegenSensor;Ihr BMW Servicepartner für die Region Hannover;€ 4.499;Sehr guter Preis;155.000 km;Schaltgetriebe;10/2010;Diesel;80 kW (109 PS);5,2 l/100 km;nan;Autoscout24.de
Fiat;Ducato;2,3 HDI Maxi L3-H2*Garantie*1.Hand*;12-64 Monate Garantie / Tüv & Inspektion= NEU !;€ 9.490;Fairer Preis;179.900 km;Schaltgetriebe;04/2011;Diesel;88 kW (120 PS);8,3 l/100 km;220 g/km;Autoscout24.de
Mercedes-Benz;A 180;d Kamera*Automatik;Einparkhilfe Kamera, Reifendruckkontrollsystem, Regensensor, Klimaautomatik, Seitenairbag, Beifahrerairbag, Tempomat;€ 14.998;Guter Preis;192.800 km;Automatik;04/2020;Diesel;85 kW (116 PS);4,0 l/100 km;117 g/km;Autoscout24.de
SEAT;Leon;2,0 TDI FR LED AHK NaviTouch RFKam PDC Pano;Einparkhilfe Sensoren vorne, Einparkhilfe Kamera, Sportfahrwerk, LED-Scheinwerfer, Elektrische Sitze, Schiebedach, Apple CarPlay, Panoramadach;€ 9.980;Fairer Preis;247.000 km;Schaltgetriebe;10/2016;Diesel;135 kW (184 PS);4,5 l/100 km;118 g/km;Autoscout24.de
Audi;Q5;2.0 TDI quattro  *TÜV-NEU/AHK*;Apple CarPlay, LED-Tagfahrlicht, Bluetooth, Elektr. Fensterheber, Navigationssystem, Alufelgen, Einparkhilfe Sensoren vorne, Bi-Xenon Scheinwerfer;€ 13.900;Sehr guter Preis;149.780 km;Schaltgetriebe;04/2012;Diesel;105 kW (143 PS);6,5 l/100 km;172 g/km;Autoscout24.de
Mercedes-Benz;CLS 450;CLS 450 4M COMAND/SHD/Distron/Burmest/Kamera;Soundsystem, Abstandstempomat, teilb. Rücksitzbank, Volldigitales Kombiinstrument, Schiebedach, Ambientebeleuchtung, Totwinkel-Assistent, Beifahrerairbag;€ 37.980;Sehr guter Preis;67.987 km;Automatik;04/2018;Benzin;270 kW (367 PS);8,7 l/100 km;197 g/km;Autoscout24.de
Mazda;CX-5;Center-Line NAVI+XENON AHK SHZG PDC LANE;Bi-Xenon Scheinwerfer, Beifahrerairbag, Anhängerkupplung, Einparkhilfe Sensoren vorne, Elektr. Fensterheber, Sitzheizung, Getönte Scheiben, 2-Zonen-Klimaautomatik;€ 9.990;Fairer Preis;153.667 km;Schaltgetriebe;08/2013;Diesel;110 kW (150 PS);4,6 l/100 km;119 g/km;Autoscout24.de
Volkswagen;Touran;Match;Multifunktionslenkrad, Navigationssystem, Einparkhilfe Sensoren hinten, Sitzheizung, Armlehne, Isofix, Tagfahrlicht, Tempomat;€ 7.499;Guter Preis;144.500 km;Schaltgetriebe;05/2012;Benzin;77 kW (105 PS);6,4 l/100 km;149 g/km;Autoscout24.de
Audi;A3;1.4 ambition 5000 km volle Mobi Garantie;Elektr. Fensterheber, Tagfahrlicht, Seitenairbag, MP3, Servolenkung, Traktionskontrolle, Bluetooth, ESP;€ 8.750;Erhöhter Preis;156.576 km;Schaltgetriebe;12/2012;Benzin;90 kW (122 PS);6,1 l/100 km;145 g/km;Autoscout24.de
Skoda;Octavia;Elegance T.Leder,Navi,Bi-Xenon,PDC,SR+WR;Finanzierung ab 6,29% / Sofortankauf & Inzahlungnahme;€ 9.900;Guter Preis;156.240 km;Automatik;04/2013;Diesel;110 kW (150 PS);4,5 l/100 km;119 g/km;Autoscout24.de
Mercedes-Benz;GLK 350;CDI 4-Matic**1.Hd**AMG Sportpaket AHK;Navigationssystem, Schaltwippen, LED-Tagfahrlicht, Klimaanlage, Anhängerkupplung, Regensensor, Multifunktionslenkrad, Soundsystem;€ 17.990;Fairer Preis;128.197 km;Automatik;08/2010;Diesel;170 kW (231 PS);8,4 l/100 km;220 g/km;Autoscout24.de
Mercedes-Benz;C 220;d Kombi AMG-Line|PDC|SHZ|SBL|Navi|Klima|USB;Sportpaket, Einparkhilfe Kamera, Navigationssystem, Getönte Scheiben, Sitzbelüftung, Sportfahrwerk, Klimaanlage, LED-Scheinwerfer;€ 15.890;Fairer Preis;200.000 km;Automatik;05/2015;Diesel;125 kW (170 PS);4,3 l/100 km;114 g/km;Autoscout24.de
Hyundai;i30;i30cw 1.6 Automatik Style;2-Zonen-Klimaautomatik, Sitzheizung, Pannenkit, Tempomat, Wegfahrsperre, Regensensor, Multifunktionslenkrad, Bi-Xenon Scheinwerfer;€ 9.870;Sehr guter Preis;122.195 km;Automatik;06/2015;Benzin;99 kW (135 PS);6,8 l/100 km;136 g/km;Autoscout24.de
Volkswagen;Golf Plus;VI Team 2.0 TDI Bi-Xenon Climatronic 2-Zonen Dyn.;Alufelgen, Xenonscheinwerfer, Zentralverriegelung, Traktionskontrolle, Pannenkit, Wegfahrsperre, Sitzheizung, Einparkhilfe Sensoren hinten;€ 6.990;Fairer Preis;185.000 km;Schaltgetriebe;02/2011;Diesel;103 kW (140 PS);nan;nan;Autoscout24.de
Mercedes-Benz;ML 320;4Matic CDI, Vollleder, Sitzheiz, Schiebed;Luftfederung, ABS, Allrad, Zentralverriegelung mit Funkfernbedienung, Xenonscheinwerfer, Schiebedach, teilb. Rücksitzbank, Traktionskontrolle;€ 11.900;Fairer Preis;243.000 km;Automatik;03/2010;Diesel;165 kW (224 PS);9,6 l/100 km;nan;Autoscout24.de
Volkswagen;Golf Plus;1.2 TSI Comfortline Navi PDC LM-Felgen;Probefahrt, Finanzierung und Inzahlungnahme möglich :);€ 8.840;Fairer Preis;69.980 km;Schaltgetriebe;02/2011;Benzin;77 kW (105 PS);nan;nan;Autoscout24.de
BMW;116;i|1. Hand|LED TFL|Start/Stopp|AUX/USB|EURO6!;Traktionskontrolle, Regensensor, Radio, Armlehne, Isofix, LED-Tagfahrlicht, Klimaautomatik, Wegfahrsperre;€ 10.499;Sehr guter Preis;84.056 km;Schaltgetriebe;06/2016;Benzin;80 kW (109 PS);5,4 l/100 km;128 g/km;Autoscout24.de
Volkswagen;T5 Multivan;Highline 4Motion 2.0 TSI ABT*DVD*TV;Elektrische Seitenspiegel, Allrad, Sitzheizung, Reifendruckkontrollsystem, Schiebetür rechts, Navigationssystem, Tempomat, Standheizung;€ 27.790;Guter Preis;185.000 km;Automatik;05/2013;Benzin;150 kW (204 PS);nan;nan;Autoscout24.de
SEAT;Leon;ST 2.0d 4Drive 4x4 DSG X-Perience PANO+LED+;Allrad, Schiebedach, LED-Scheinwerfer, Einparkhilfe Sensoren vorne, Sportpaket, Reifendruckkontrollsystem, USB, Sitzheizung;€ 11.750;Sehr guter Preis;150.000 km;Automatik;10/2016;Diesel;135 kW (184 PS);4,7 l/100 km;125 g/km;Autoscout24.de
Jaguar;F-Pace;20d R-Sport 4x4 Jet-Dachhimmel;Seit 1963 Ihr KFZ-Meisterbetrieb in Mainz Bretzenheim;€ 16.900;Sehr guter Preis;157.741 km;Automatik;02/2017;Diesel;132 kW (179 PS);5,9 l/100 km;157 g/km;Autoscout24.de
BMW;525;Touring 525d Edition/Vollleder/Navi/HUD/Pano;Head-up display, Start/Stop-Automatik, Sommerreifen, Klimaanlage, Sitzheizung, Einparkhilfe Sensoren vorne, Gepäckraumabtrennung, Alufelgen;€ 6.950;Fairer Preis;285.000 km;Automatik;02/2010;Diesel;145 kW (197 PS);7,6 l/100 km;203 g/km;Autoscout24.de
Ford;Focus;Turnier Titanium ZAHNRIEM NEU/ 2HAND/TEMP.;Getönte Scheiben, Einparkhilfe Sensoren vorne, Apple CarPlay, Sitzheizung, Beheizbare Frontscheibe, Touchscreen, Einparkhilfe Kamera, Klimaautomatik;€ 8.999;Guter Preis;98.000 km;Schaltgetriebe;11/2017;Benzin;92 kW (125 PS);4,8 l/100 km;114 g/km;Autoscout24.de
Opel;Astra;Edition Start/Stop;Einparkhilfe Kamera, 2-Zonen-Klimaautomatik, Start/Stop-Automatik, DAB-Radio, USB, Tagfahrlicht, Totwinkel-Assistent, Alufelgen;€ 7.950;Fairer Preis;246.500 km;Automatik;04/2021;Diesel;90 kW (122 PS);4,2 l/100 km;112 g/km;Autoscout24.de
Audi;A3;SPORTBACK 2.0 TDI AMBITION NAVI XENON SHZ PDC;FINANZIERUNG ab 3,99%++GARANTIE bis 36 Monate++ANKAUF;€ 12.950;Sehr guter Preis;159.000 km;Automatik;09/2015;Diesel;110 kW (150 PS);4,4 l/100 km;116 g/km;Autoscout24.de
Volkswagen;Passat Variant;Passat Vari. 2.0 TDI Highline/R-LINE 4Motion*LED /;Multifunktionslenkrad, Allrad, Regensensor, Beifahrerairbag, Elektrische Sitze, Innenspiegel automatisch abblendend, Bluetooth, Sitzheizung;€ 8.900;Guter Preis;230.122 km;Automatik;11/2012;Diesel;125 kW (170 PS);5,7 l/100 km;149 g/km;Autoscout24.de
BMW;318;"d Tou Sport Line NAVI+LED+SHZ+TEMP+AHK+M18""";Sportfahrwerk, Sportsitze, Anhängerkupplung, 3-Zonen-Klimaautomatik, Ambientebeleuchtung, LED-Scheinwerfer, Elektrische Seitenspiegel, Einparkhilfe Sensoren vorne;€ 12.950;Sehr guter Preis;167.000 km;Schaltgetriebe;07/2019;Diesel;110 kW (150 PS);nan;nan;Autoscout24.de
Nissan;X-Trail;1.6 Panorama 360Kamera PDC Navi;Auto kauft man mit Vertrauen u Garantie;€ 14.200;Sehr guter Preis;118.803 km;Automatik;03/2017;Diesel;96 kW (131 PS);nan;nan;Autoscout24.de
Skoda;Fabia;1.0 MPI Ambit CLIMATRONIK+SHZ+PDC+TEMP+DAB;Sportsitze, Sitzheizung, Zentralverriegelung, Einparkhilfe Sensoren vorne, Apple CarPlay, Tempomat, Einparkhilfe Sensoren hinten, Isofix;€ 9.950;Sehr guter Preis;46.267 km;Schaltgetriebe;03/2019;Benzin;55 kW (75 PS);4,8 l/100 km;110 g/km;Autoscout24.de
Fiat;500;1.2 8V Lounge Navi/Pano/Sitzh/Temp/DAB/PDC;Klimaautomatik, Einparkhilfe Sensoren hinten, Alufelgen, Sitzheizung, E10-geeignet, Navigationssystem, Regensensor, Sommerreifen;€ 8.880;Sehr guter Preis;75.419 km;Schaltgetriebe;03/2019;Benzin;51 kW (69 PS);nan;nan;Autoscout24.de
Ford;Fiesta;1.0 EcoBoost SHZ Klima Radio Freisprech;USB, Getönte Scheiben, Sitzheizung, Bluetooth, Alufelgen, Multifunktionslenkrad, Elektr. Fensterheber, Nebelscheinwerfer;€ 4.995;Fairer Preis;151.000 km;Schaltgetriebe;12/2013;Benzin;74 kW (101 PS);nan;nan;Autoscout24.de
Volkswagen;T-Roc;2.0TSI Sport 4Motion DSG AID KAM ACC LED;Sportfahrwerk, Volldigitales Kombiinstrument, Ambientebeleuchtung, Einparkhilfe Kamera, Abstandstempomat, Standheizung, LED-Scheinwerfer, Allrad;€ 17.999;Sehr guter Preis;135.700 km;Automatik;03/2018;Benzin;140 kW (190 PS);6,7 l/100 km;152 g/km;Autoscout24.de
Hyundai;iX35;Comfort 2WD 2.0  Multif.Lenkrad Alarm Klima SHZ PD;Katalysator, Isofix, teilb. Rücksitzbank, Pannenkit, Alarmanlage, Klimaanlage, CD, Berganfahrassistent;€ 12.770;Erhöhter Preis;78.000 km;Schaltgetriebe;04/2010;Benzin;120 kW (163 PS);nan;nan;Autoscout24.de
