Brand,Model,Kilometers,BuildYear,Transmission,Fuel,Power,l/Km,Emission,CurrentPrice
Audi,A4,70.000 km,11/2017,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.249
Skoda,Kodiaq,61.676 km,08/2017,Automatik,Benzin,132 kW (180 PS),3l/100km,168g CO2/km (komb)*,28.649
Skoda,Octavia,86.498 km,07/2017,Manuell,Benzin,110 kW (150 PS),3l/100km,124g CO2/km (komb)*,18.949
Mazda,2,64.000 km,05/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,12.549
Hyundai,ix20,56.500 km,12/2017,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,15.049
Mini,ONE Cabrio,66.000 km,09/2017,Manuell,Benzin,75 kW (102 PS),8l/100km,185g CO2/km (komb)*,16.949
Audi,A4,64.370 km,09/2017,Automatik,Diesel,140 kW (190 PS),7l/100km,123g CO2/km (komb)*,26.549
Opel,Karl,37.271 km,02/2017,Manuell,Benzin,55 kW (75 PS),8l/100km,185g CO2/km (komb)*,9.749
Ford,Ka / Ka+,61.250 km,11/2017,Manuell,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,9.849
Seat,Alhambra,108.800 km,11/2017,Manuell,Benzin,110 kW (150 PS),4l/100km,148g CO2/km (komb)*,21.849
Volkswagen,Caddy,95.000 km,09/2017,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,15.349
Opel,Corsa,71.000 km,08/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,9.049
Ford,B-Max,63.437 km,07/2017,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,11.849
Mercedes-Benz,V 220,148.000 km,12/2017,Automatik,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,37.049
Citroen,Jumpy,60.000 km,08/2017,Automatik,Diesel,70 kW (95 PS),7l/100km,186g CO2/km (komb)*,19.149
Fiat,500,70.300 km,04/2017,Manuell,Benzin,63 kW (86 PS),7l/100km,90g CO2/km (komb)*,11.749
Volkswagen,up!,40.444 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (komb)*,13.749
Volkswagen,Caddy,62.000 km,07/2017,Manuell,Erdgas,81 kW (110 PS),,96g CO2/km (komb)*,15.849
Smart,ForTwo,84.000 km,06/2017,Automatik,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,16.349
Opel,Corsa,69.977 km,08/2017,Manuell,Benzin,66 kW (90 PS),2l/100km,123g CO2/km (komb)*,11.049
Volkswagen,Caddy,100.000 km,12/2017,Automatik,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,23.249
Audi,Q2,89.755 km,09/2017,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,18.049
Hyundai,i10,90.950 km,05/2017,Manuell,Benzin,49 kW (67 PS),7l/100km,108g CO2/km (komb)*,8.349
Seat,Leon,88.990 km,10/2017,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,18.049
Mercedes-Benz,A 220,80.000 km,11/2017,Automatik,Benzin,135 kW (184 PS),8l/100km,185g CO2/km (komb)*,23.249
Opel,Mokka X,58.800 km,04/2017,Automatik,Benzin,112 kW (152 PS),0l/100km,0g CO2/km (WLTP,17.949
Hyundai,SONSTIGE,32.000 km,12/2017,Automatik,Wasserstoff,100 kW (136 PS),,0g CO2/km (komb)*,17.949
Volkswagen,Touran,112.000 km,04/2017,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,19.049
Hyundai,i40,142.676 km,12/2017,Automatik,Benzin,121 kW (165 PS),8l/100km,185g CO2/km (komb)*,15.049
Skoda,Octavia,88.500 km,12/2017,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,20.149
Volkswagen,Golf,98.000 km,08/2017,Automatik,Benzin,169 kW (230 PS),8l/100km,185g CO2/km (komb)*,23.849
Subaru,OUTBACK,123.000 km,11/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,21.249
Suzuki,Swift,47.344 km,07/2017,Manuell,Hybrid (Elektro / Benzin),66 kW (90 PS),3l/100km,98g CO2/km (komb)*,12.249
Ford,Transit,118.900 km,06/2017,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,17.049
Smart,ForTwo,44.200 km,08/2017,Automatik,Benzin,86 kW (117 PS),8l/100km,185g CO2/km (komb)*,17.049
Renault,Clio,87.775 km,05/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,11.049
Fiat,500C,91.312 km,10/2017,Manuell,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,10.449
Toyota,C-HR,75.800 km,09/2017,Automatik,Hybrid (Elektro / Benzin),90 kW (122 PS),0l/100km,0g CO2/km (WLTP,20.649
Nissan,X-Trail,55.037 km,12/2017,Manuell,Benzin,120 kW (163 PS),4l/100km,149g CO2/km (komb)*,22.649
Toyota,C-HR,83.258 km,08/2017,Automatik,N/A,90 kW (122 PS),8l/100km,85g CO2/km (komb)*,20.098
Mercedes-Benz,E 200,95.704 km,04/2017,Automatik,Benzin,135 kW (184 PS),8l/100km,185g CO2/km (komb)*,33.449
Audi,A5,59.516 km,12/2017,Automatik,Benzin,140 kW (190 PS),8l/100km,185g CO2/km (komb)*,27.349
Dodge,Durango,91.900 km,07/2017,Automatik,Benzin,291 kW (396 PS),8l/100km,185g CO2/km (komb)*,39.249
Citroen,C3 Aircross,110.300 km,09/2017,Manuell,Benzin,81 kW (110 PS),5l/100km,115g CO2/km (komb)*,12.549
Volkswagen,SONSTIGE,119.000 km,05/2017,Automatik,Diesel,110 kW (150 PS),9l/100km,181g CO2/km (komb)*,33.849
Citroen,C3,149.500 km,07/2017,Manuell,Diesel,55 kW (75 PS),7l/100km,83g CO2/km (komb)*,9.349
Volkswagen,Touareg,81.000 km,06/2017,Automatik,Diesel,193 kW (262 PS),7l/100km,186g CO2/km (komb)*,33.849
Mini,Cooper S,56.000 km,08/2017,Manuell,Benzin,141 kW (192 PS),8l/100km,185g CO2/km (komb)*,18.049
Renault,ZOE,66.872 km,07/2017,Automatik,Elektro,68 kW (92 PS),,0g CO2/km (WLTP,9.749
Mercedes-Benz,C 63 AMG,15.924 km,11/2017,Automatik,Benzin,375 kW (510 PS),8l/100km,185g CO2/km (komb)*,114.349
Jeep,Renegade,55.487 km,09/2017,Manuell,Benzin,81 kW (110 PS),1l/100km,145g CO2/km (komb)*,17.849
Opel,Mokka X,60.112 km,11/2017,Automatik,Benzin,103 kW (140 PS),2l/100km,144g CO2/km (komb)*,16.049
Mercedes-Benz,E 400,138.700 km,09/2017,Automatik,Benzin,245 kW (333 PS),9l/100km,180g CO2/km (komb)*,31.749
Ford,Transit Custom,72.500 km,11/2017,Manuell,Diesel,77 kW (105 PS),7l/100km,186g CO2/km (komb)*,18.049
Volkswagen,Arteon,77.000 km,07/2017,Automatik,Benzin,206 kW (280 PS),3l/100km,164g CO2/km (komb)*,26.449
Opel,Crossland X,109.735 km,07/2017,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,11.849
Renault,Twingo,44.000 km,12/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,10.549
BMW,318,141.250 km,11/2017,Manuell,Diesel,110 kW (150 PS),3l/100km,112g CO2/km (komb)*,16.949
Smart,ForTwo,22.000 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (komb)*,10.049
Ford,SONSTIGE,75.000 km,09/2017,Manuell,Diesel,88 kW (120 PS),7l/100km,186g CO2/km (komb)*,15.049
Mazda,CX-5,130.800 km,11/2017,Automatik,Diesel,129 kW (175 PS),7l/100km,186g CO2/km (komb)*,19.049
Fiat,500C,38.752 km,04/2017,Manuell,Benzin,51 kW (69 PS),9l/100km,115g CO2/km (komb)*,14.349
Ford,Galaxy,117.459 km,07/2017,Manuell,Benzin,118 kW (160 PS),5l/100km,149g CO2/km (komb)*,19.049
Skoda,Octavia,123.305 km,07/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,19.049
Skoda,Fabia,82.059 km,05/2017,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,12.549
Seat,Ibiza,45.702 km,06/2017,Manuell,Benzin,66 kW (90 PS),9l/100km,116g CO2/km (komb)*,13.949
Volkswagen,Passat Variant,131.890 km,11/2017,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,19.049
Audi,A5,143.860 km,11/2017,Manuell,Benzin,140 kW (190 PS),9l/100km,133g CO2/km (komb)*,27.249
Mercedes-Benz,Vito,32.191 km,11/2017,Manuell,Diesel,84 kW (114 PS),7l/100km,186g CO2/km (komb)*,28.149
Audi,Q5,58.000 km,09/2017,Automatik,Diesel,140 kW (190 PS),7l/100km,151g CO2/km (komb)*,33.649
Mercedes-Benz,Sprinter,69.000 km,04/2017,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,31.349
Volkswagen,T6 SONSTIGE,57.900 km,08/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,29.749
Peugeot,Boxer,65.000 km,12/2017,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,27.549
Mercedes-Benz,Sprinter,59.000 km,10/2017,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,38.149
Volkswagen,up!,34.467 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (WLTP,12.749
Citroen,Berlingo,60.522 km,05/2017,Manuell,Diesel,73 kW (99 PS),7l/100km,186g CO2/km (komb)*,11.549
Ford,Tourneo Connect,113.100 km,06/2017,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,13.849
Opel,Adam,25.100 km,12/2017,Manuell,Benzin,64 kW (87 PS),8l/100km,185g CO2/km (komb)*,12.749
Mercedes-Benz,SONSTIGE,119.622 km,04/2017,Automatik,Benzin,155 kW (211 PS),8l/100km,185g CO2/km (komb)*,26.549
Opel,Mokka X,60.000 km,05/2017,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,15.649
Mini,ONE,79.000 km,10/2017,Manuell,Benzin,75 kW (102 PS),8l/100km,185g CO2/km (komb)*,13.749
Mercedes-Benz,SONSTIGE,59.000 km,10/2017,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,38.149
Peugeot,108,118.457 km,06/2017,Manuell,Benzin,51 kW (69 PS),8l/100km,185g CO2/km (komb)*,7.549
Toyota,Aygo,58.275 km,11/2017,Automatik,Benzin,53 kW (72 PS),8l/100km,185g CO2/km (komb)*,12.249
Fiat,Panda,63.090 km,04/2017,Automatik,Benzin,63 kW (86 PS),8l/100km,185g CO2/km (komb)*,12.849
Renault,Captur,89.688 km,11/2017,Manuell,Benzin,66 kW (90 PS),8l/100km,185g CO2/km (komb)*,11.749
Dacia,Dokker,74.000 km,10/2017,Manuell,Benzin,85 kW (116 PS),8l/100km,185g CO2/km (komb)*,15.549
Renault,Captur,102.100 km,05/2017,Automatik,Diesel,66 kW (90 PS),7l/100km,186g CO2/km (komb)*,14.549
Fiat,500X,43.216 km,04/2017,Manuell,Benzin,103 kW (140 PS),6l/100km,142g CO2/km (komb)*,14.549
Ford,Focus,67.020 km,07/2017,Manuell,Benzin,92 kW (125 PS),8l/100km,110g CO2/km (komb)*,12.049
Nissan,X-Trail,78.400 km,12/2017,Manuell,Benzin,120 kW (163 PS),4l/100km,149g CO2/km (komb)*,20.149
Renault,Megane,109.260 km,06/2017,Automatik,Diesel,120 kW (163 PS),7l/100km,124g CO2/km (komb)*,15.549
Jaguar,F-Pace,71.150 km,07/2017,Automatik,Diesel,221 kW (301 PS),6l/100km,159g CO2/km (komb)*,52.349
Toyota,Aygo,46.000 km,12/2017,Manuell,Benzin,51 kW (69 PS),8l/100km,185g CO2/km (komb)*,10.449
Volvo,XC60,137.900 km,11/2017,Automatik,Diesel,140 kW (190 PS),1l/100km,133g CO2/km (komb)*,30.249
Ford,SONSTIGE,30.900 km,11/2017,Manuell,Benzin,92 kW (125 PS),8l/100km,110g CO2/km (komb)*,12.849
Mercedes-Benz,G 350,96.315 km,12/2017,Automatik,Diesel,180 kW (245 PS),9l/100km,262g CO2/km (komb)*,79.049
Fiat,SONSTIGE,44.194 km,09/2017,Manuell,Benzin,51 kW (69 PS),3l/100km,99g CO2/km (komb)*,17.549
Seat,Leon,62.500 km,11/2017,Manuell,Benzin,63 kW (86 PS),2l/100km,119g CO2/km (komb)*,10.849
Citroen,SpaceTourer,121.500 km,11/2017,Automatik,Diesel,132 kW (180 PS),2l/100km,163g CO2/km (komb)*,26.049
Volvo,XC60,70.789 km,12/2017,Automatik,Hybrid (Elektro / Benzin),235 kW (320 PS),1l/100km,49g CO2/km (komb)*,37.049
Seat,Ibiza,83.200 km,10/2017,Manuell,Benzin,85 kW (116 PS),7l/100km,108g CO2/km (komb)*,12.049
Kia,Rio,28.950 km,12/2017,Manuell,Benzin,62 kW (84 PS),5l/100km,125g CO2/km (komb)*,12.649
Opel,Astra,32.700 km,07/2017,Manuell,Benzin,92 kW (125 PS),9l/100km,114g CO2/km (komb)*,13.749
Mazda,CX-5,40.000 km,03/2017,Automatik,Diesel,110 kW (150 PS),3l/100km,139g CO2/km (komb)*,22.249
Ford,Fiesta,46.000 km,09/2017,Manuell,Benzin,63 kW (86 PS),8l/100km,109g CO2/km (komb)*,10.449
Kia,cee'd,60.000 km,07/2017,Manuell,Benzin,73 kW (99 PS),6l/100km,138g CO2/km (komb)*,12.049
Peugeot,3008,59.000 km,08/2017,Automatik,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,18.049
Volkswagen,Scirocco,95.000 km,10/2017,Automatik,Diesel,135 kW (184 PS),7l/100km,186g CO2/km (komb)*,19.149
Skoda,SONSTIGE,48.000 km,11/2017,Automatik,Benzin,110 kW (150 PS),5l/100km,125g CO2/km (komb)*,22.749
Mitsubishi,Space Star,71.500 km,07/2017,Manuell,Benzin,52 kW (71 PS),2l/100km,96g CO2/km (komb)*,7.549
Volkswagen,T6 SONSTIGE,145.500 km,04/2017,Automatik,Diesel,150 kW (204 PS),4l/100km,168g CO2/km (komb)*,31.849
Ford,Fiesta,134.000 km,11/2017,Manuell,Benzin,74 kW (101 PS),8l/100km,185g CO2/km (komb)*,10.049
Mazda,MX-5,77.000 km,05/2017,Manuell,Benzin,96 kW (131 PS),9l/100km,140g CO2/km (komb)*,20.149
Volkswagen,Passat Variant,83.000 km,12/2017,Automatik,Diesel,110 kW (150 PS),7l/100km,186g CO2/km (komb)*,20.749
Volkswagen,Golf,58.000 km,08/2017,Automatik,Diesel,135 kW (184 PS),5l/100km,118g CO2/km (komb)*,23.349
Fiat,Tipo,29.000 km,01/2017,Manuell,Diesel,N/A,7l/100km,98g CO2/km (komb)*,12.749
BMW,M550,73.700 km,08/2017,Automatik,Diesel,294 kW (400 PS),3l/100km,171g CO2/km (komb)*,50.849
Volkswagen,Touareg,87.000 km,05/2017,Automatik,Diesel,193 kW (262 PS),7l/100km,186g CO2/km (komb)*,42.349
Volkswagen,up!,41.500 km,11/2017,Automatik,Elektro,60 kW (82 PS),,0g CO2/km (komb)*,13.749
Mercedes-Benz,C 63 AMG,49.900 km,05/2017,Automatik,Benzin,375 kW (510 PS),8l/100km,185g CO2/km (komb)*,57.249
Citroen,C3,56.200 km,07/2017,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,12.649
Mitsubishi,Space Star,56.000 km,09/2017,Manuell,Benzin,59 kW (80 PS),8l/100km,185g CO2/km (komb)*,8.049
Skoda,Octavia,92.000 km,10/2017,Automatik,Benzin,169 kW (230 PS),6l/100km,0g CO2/km (WLTP,23.349
Skoda,Kodiaq,41.200 km,11/2017,Automatik,Benzin,132 kW (180 PS),8l/100km,185g CO2/km (komb)*,26.549
Opel,Insignia,135.000 km,12/2017,Automatik,Benzin,191 kW (260 PS),8l/100km,185g CO2/km (komb)*,21.049
Peugeot,5008,121.109 km,09/2017,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,16.949
Volkswagen,Golf Sportsvan,124.600 km,06/2017,Manuell,Diesel,85 kW (116 PS),2l/100km,110g CO2/km (komb)*,12.049
Renault,Clio,47.662 km,08/2017,Automatik,Benzin,162 kW (220 PS),9l/100km,140g CO2/km (komb)*,21.748
Kia,Rio,93.700 km,08/2017,Manuell,Benzin,62 kW (84 PS),5l/100km,125g CO2/km (komb)*,12.049
Volkswagen,Golf,82.006 km,09/2017,Automatik,Benzin,81 kW (110 PS),7l/100km,107g CO2/km (komb)*,16.049
Opel,Karl,88.900 km,12/2017,Automatik,Benzin,55 kW (75 PS),6l/100km,0g CO2/km (WLTP,12.549
Opel,Mokka X,63.000 km,08/2017,Automatik,Benzin,112 kW (152 PS),4l/100km,0g CO2/km (WLTP,18.049
Volkswagen,T6 Transporter,140.000 km,07/2017,Manuell,Diesel,62 kW (84 PS),8l/100km,153g CO2/km (komb)*,13.549
Ford,Tourneo Custom,109.000 km,11/2018,Manuell,Diesel,125 kW (170 PS),7l/100km,167g CO2/km (komb)*,35.489
Skoda,Kodiaq,99.740 km,07/2018,Automatik,Benzin,92 kW (125 PS),8l/100km,137g CO2/km (komb)*,20.648
Renault,Clio,50.490 km,09/2018,Manuell,Benzin,66 kW (90 PS),0l/100km,137g CO2/km (WLTP,11.948
Renault,Clio,45.318 km,07/2018,Manuell,Benzin,54 kW (73 PS),6l/100km,127g CO2/km (komb)*,12.048
Hyundai,i20,98.390 km,05/2018,Manuell,Benzin,62 kW (84 PS),8l/100km,185g CO2/km (komb)*,11.048
Renault,Megane,47.770 km,03/2018,Manuell,Benzin,74 kW (101 PS),4l/100km,120g CO2/km (komb)*,15.048
Mazda,CX-3,105.000 km,02/2018,Manuell,Benzin,88 kW (120 PS),9l/100km,137g CO2/km (komb)*,15.948
Dacia,Duster,66.590 km,01/2018,Manuell,Benzin,92 kW (125 PS),8l/100km,185g CO2/km (komb)*,16.948
Jeep,Renegade,95.916 km,01/2018,Manuell,Benzin,103 kW (140 PS),6l/100km,185g CO2/km (komb)*,15.948
Citroen,C3 Aircross,53.387 km,07/2018,Manuell,Benzin,96 kW (131 PS),2l/100km,117g CO2/km (komb)*,13.048
Dacia,Duster,41.206 km,07/2018,Manuell,Benzin,84 kW (114 PS),5l/100km,149g CO2/km (komb)*,13.448
Toyota,Avensis,71.342 km,03/2018,Manuell,Benzin,108 kW (147 PS),5l/100km,148g CO2/km (komb)*,18.848
Renault,Trafic,61.650 km,05/2018,Manuell,Diesel,92 kW (125 PS),7l/100km,186g CO2/km (komb)*,23.648
Renault,Captur,27.760 km,07/2018,Automatik,Benzin,110 kW (150 PS),3l/100km,118g CO2/km (komb)*,18.548
Hyundai,i30,60.525 km,08/2018,Manuell,Benzin,88 kW (120 PS),8l/100km,185g CO2/km (komb)*,16.448
Opel,Insignia,48.845 km,10/2018,Manuell,Diesel,100 kW (136 PS),9l/100km,154g CO2/km (WLTP,21.389
Renault,Twingo,32.490 km,10/2018,Manuell,Benzin,52 kW (71 PS),8l/100km,185g CO2/km (komb)*,11.548
Opel,Astra,89.987 km,11/2018,Manuell,Diesel,81 kW (110 PS),1l/100km,132g CO2/km (WLTP,13.289
Opel,Mokka,59.987 km,05/2018,Manuell,Diesel,100 kW (136 PS),7l/100km,186g CO2/km (komb)*,16.289
Volkswagen,Golf Sportsvan,55.260 km,05/2018,Automatik,Benzin,92 kW (125 PS),2l/100km,121g CO2/km (komb)*,19.048
Fiat,500,50.878 km,11/2018,Manuell,Benzin,51 kW (69 PS),6l/100km,149g CO2/km (WLTP,14.689
Ford,EcoSport,17.316 km,10/2018,Manuell,Benzin,92 kW (125 PS),4l/100km,145g CO2/km (WLTP,16.189
Ford,Kuga,77.900 km,03/2018,Automatik,Benzin,134 kW (182 PS),8l/100km,185g CO2/km (komb)*,21.089
Volkswagen,Golf Sportsvan,82.649 km,05/2018,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,17.489
Ford,Ranger,75.751 km,09/2018,Automatik,Diesel,147 kW (200 PS),7l/100km,186g CO2/km (komb)*,34.889
Ford,SONSTIGE,60.100 km,03/2018,Automatik,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,31.489
Volkswagen,Polo,43.663 km,12/2018,Manuell,Diesel,70 kW (95 PS),7l/100km,186g CO2/km (komb)*,20.089
Opel,Astra,34.195 km,07/2018,Manuell,Diesel,81 kW (110 PS),7l/100km,186g CO2/km (komb)*,16.689
Peugeot,208,60.640 km,03/2018,Manuell,Benzin,60 kW (82 PS),8l/100km,109g CO2/km (komb)*,9.248
Skoda,Fabia,21.619 km,06/2018,Automatik,Benzin,81 kW (110 PS),5l/100km,104g CO2/km (komb)*,16.948
Hyundai,i30,89.990 km,06/2018,Manuell,Benzin,103 kW (140 PS),4l/100km,0g CO2/km (WLTP,17.458
Ford,Edge,76.550 km,06/2018,Manuell,Diesel,132 kW (180 PS),7l/100km,186g CO2/km (komb)*,22.989
Ford,Kuga,67.779 km,08/2018,Automatik,Benzin,178 kW (242 PS),8l/100km,185g CO2/km (komb)*,23.989
Fiat,500,72.612 km,09/2018,Manuell,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,13.989
Skoda,Octavia,88.235 km,09/2018,Automatik,Benzin,110 kW (150 PS),1l/100km,0g CO2/km (WLTP,20.049
Audi,S5,40.632 km,06/2018,Automatik,Benzin,260 kW (354 PS),8l/100km,185g CO2/km (komb)*,51.489
Renault,Grand Scenic,68.650 km,06/2018,Manuell,Benzin,120 kW (163 PS),8l/100km,185g CO2/km (komb)*,22.248
Skoda,Octavia,88.235 km,08/2018,Automatik,Benzin,110 kW (150 PS),1l/100km,137g CO2/km (WLTP,20.849
Renault,Grand Scenic,74.640 km,08/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,19.648
Renault,ZOE,61.100 km,12/2018,Automatik,Elektro,80 kW (109 PS),,0g CO2/km (WLTP,9.448
Volkswagen,Polo,83.446 km,06/2018,Manuell,Benzin,70 kW (95 PS),8l/100km,185g CO2/km (komb)*,14.489
Ford,Edge,79.800 km,12/2018,Automatik,Diesel,175 kW (238 PS),7l/100km,186g CO2/km (komb)*,33.389
Mercedes-Benz,SONSTIGE,125.278 km,02/2018,Manuell,Diesel,115 kW (156 PS),7l/100km,186g CO2/km (komb)*,36.049
Volkswagen,Golf,53.310 km,04/2018,Manuell,Benzin,169 kW (230 PS),8l/100km,185g CO2/km (komb)*,24.348
Volkswagen,T6 Multivan,69.545 km,12/2018,Automatik,Diesel,146 kW (199 PS),7l/100km,186g CO2/km (komb)*,49.589
Mini,Cooper,34.880 km,03/2018,Automatik,Benzin,100 kW (136 PS),8l/100km,185g CO2/km (komb)*,20.748
Ford,Transit Custom,76.962 km,10/2018,Manuell,Diesel,96 kW (131 PS),7l/100km,186g CO2/km (komb)*,23.089
Ford,Fiesta,94.549 km,05/2018,Manuell,Benzin,52 kW (71 PS),8l/100km,185g CO2/km (komb)*,10.089
Seat,Ateca,70.987 km,05/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,18.589
Volkswagen,SONSTIGE,62.434 km,10/2018,Automatik,Diesel,75 kW (102 PS),7l/100km,186g CO2/km (komb)*,19.489
Volkswagen,Touran,69.990 km,10/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,22.189
Volkswagen,Touran,69.990 km,10/2018,Manuell,Diesel,85 kW (116 PS),7l/100km,186g CO2/km (komb)*,23.489
Volkswagen,Sharan,78.251 km,06/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,25.089
Volkswagen,Golf Sportsvan,34.446 km,09/2018,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,20.589
Volkswagen,Touran,44.784 km,07/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,28.289
Fiat,500,35.400 km,11/2018,Manuell,Benzin,51 kW (69 PS),2l/100km,142g CO2/km (WLTP,12.689
Volkswagen,Touran,82.000 km,05/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,26.089
Mercedes-Benz,GLA 180,51.761 km,07/2018,Automatik,Benzin,90 kW (122 PS),8l/100km,185g CO2/km (komb)*,24.349
Mercedes-Benz,Sprinter,59.340 km,05/2018,Manuell,Diesel,120 kW (163 PS),7l/100km,186g CO2/km (komb)*,37.589
Citroen,C4 Cactus,106.850 km,12/2018,Automatik,Benzin,81 kW (110 PS),8l/100km,185g CO2/km (komb)*,14.349
Renault,Scenic,65.000 km,07/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,15.449
Renault,Master,123.700 km,09/2018,Manuell,Diesel,92 kW (125 PS),0l/100km,0g CO2/km (WLTP,26.449
Dacia,Duster,27.797 km,09/2018,Automatik,Diesel,80 kW (109 PS),7l/100km,186g CO2/km (komb)*,19.849
Volkswagen,Caddy,53.350 km,09/2018,Manuell,Diesel,55 kW (75 PS),7l/100km,186g CO2/km (komb)*,15.049
Alpine,SONSTIGE,20.400 km,12/2018,Automatik,Benzin,185 kW (252 PS),8l/100km,185g CO2/km (komb)*,55.149
Hyundai,Tucson,76.803 km,04/2018,Manuell,Benzin,97 kW (132 PS),8l/100km,185g CO2/km (komb)*,17.949
Seat,Leon,62.500 km,03/2018,Manuell,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,21.889
Mazda,CX-3,86.800 km,03/2018,Automatik,Benzin,110 kW (150 PS),8l/100km,185g CO2/km (komb)*,19.149
Mini,Cooper Countryman,117.336 km,03/2018,Automatik,Benzin,170 kW (231 PS),8l/100km,185g CO2/km (komb)*,25.349
Mini,John Cooper Works Countryman,117.336 km,03/2018,Automatik,Benzin,170 kW (231 PS),8l/100km,185g CO2/km (komb)*,25.349
Porsche,991,7.980 km,08/2018,Automatik,Benzin,368 kW (500 PS),8l/100km,185g CO2/km (komb)*,176.749
BMW,X5 M,124.800 km,03/2018,Automatik,Benzin,423 kW (575 PS),8l/100km,185g CO2/km (komb)*,42.349
Audi,RS6,140.375 km,02/2018,Automatik,Benzin,445 kW (605 PS),8l/100km,185g CO2/km (komb)*,62.949
Porsche,Cayenne,83.150 km,04/2018,Automatik,Benzin,404 kW (549 PS),8l/100km,185g CO2/km (komb)*,72.749
Renault,Master,87.000 km,06/2018,Manuell,Diesel,96 kW (131 PS),0l/100km,0g CO2/km (WLTP,40.249
Jeep,Compass,61.650 km,09/2018,Automatik,Benzin,125 kW (170 PS),9l/100km,160g CO2/km (komb)*,25.349
Jeep,Compass,53.000 km,02/2018,Automatik,Benzin,125 kW (170 PS),8l/100km,185g CO2/km (komb)*,23.249
Jeep,Compass,62.700 km,05/2018,Automatik,Benzin,125 kW (170 PS),8l/100km,185g CO2/km (komb)*,23.249
Jeep,Compass,87.800 km,11/2018,Automatik,Benzin,125 kW (170 PS),8l/100km,185g CO2/km (komb)*,23.249
Jeep,Compass,68.300 km,04/2018,Manuell,Benzin,103 kW (140 PS),8l/100km,185g CO2/km (komb)*,21.094
Mazda,MX-5,55.576 km,04/2018,Manuell,Benzin,96 kW (131 PS),8l/100km,185g CO2/km (komb)*,20.989
Kia,Sportage,123.600 km,06/2018,Manuell,Benzin,130 kW (177 PS),3l/100km,169g CO2/km (komb)*,19.149
